,id,title,viewCount,likeCount,commentCount,subscriberCount,noticeds
589,JPoklGBJtCM,"할로윈 선물이랍시고 이상한 물건을 줬을 때 일어나는 일들 (VRChat, VR챗)",82213.0,1445.0,165.0,61800,1.1704235869971773
528,QsdpNSelJ7o,[리니지2m]무과금은 2주일 동안 다이아를 얼마나 벌수있을까?,81951.0,848.0,153.0,50300,0.679953807906059
192,FAhxY5VKzyw,최고 가성비로 싸워야 하는 '최저가 컨트롤' ㅋㅋㅋ - [스타 유즈맵],75697.0,602.0,82.0,251000,1.057231006448387
216,OW-Xg9UcS0c,돈이 계속 불어나는 '건축업자' ㅋㅋㅋ - [랜덤 능력 크래프트],75331.0,533.0,102.0,251000,0.9387251053606187
63,awyEYN_ahqY,리니지2m [이문주] 사또야 이렇게 바츠8 구도를 만들었다 / 불도그 x 합병,57227.0,445.0,70.0,103000,0.47599844836620975
350,4t4zs4PLAwY,[심즈4] 코로나 바이러스로 강제 집순이가 된 유튜버의 하루 ｜베이비하품,53689.0,1122.0,158.0,108000,2.8228869418912006
564,47tv3sL2irI,휴대용 고전게임기의 황제 - 게임보이 어드밴스(GBA) 액션게임 - 2부,31697.0,935.0,169.0,56300,0.14945736739814977
89,amSJvO4scyU,[사이언스 취재파일] 코로나19 실험실 유출설 재점화 / YTN 사이언스,22501.0,251.0,85.0,29600,0.7134999726143495
349,m0UHBI21a4A,"식사 후 계산하기, 9분생활영어, #6편-[여신채널]영어의여신",15462.0,115.0,4.0,18800,0.8129687253538294
544,1iI4SCM0iNE,"美 바이든 행정부 내년 예산안 6천7백조 원...""2차 세계 대전 후 최대 지출"" / YTN",13003.0,131.0,92.0,2420000,0.4123212365630144
347,FRjpMcy61VA,어린이들이 코로나19와 싸우는 의료진분들을 응원합니다!,7584.0,46.0,22.0,19600,0.39875532357285226
548,dyI7st2cQEI,"""아시아 최고"" vs ""OECD 최저""…최저임금 노사 대립 (2021.05.18/뉴스데스크/MBC)",7383.0,84.0,231.0,1380000,0.23411271933744024
566,NJnTkirUI60,★OBS 이것이 인생이다! 살맛나는 인생! 580회★ 레트로게임마니아 레트로리멤버가 출연했습니다!,5254.0,156.0,38.0,538,0.024773606597150485
466,CC9AD298iAc,"6월23일의 토크방송 - 일본이 저렴한 나라(?)가 된 이유,일본에서 블랙박스가 유행하게 된 이유-",5224.0,641.0,0.0,359000,0.015933418142979303
